dataset,year,age,cohort,obs_tasa_x100k,pred_tasa_x100k,abs_error_100k,rel_abs_error
train,1996,12,1984,7.407915002832625,9.26611229461119,1.8581972917785654,0.250839445521146
train,1996,13,1983,13.713751304647372,11.95068926086512,1.7630620437822522,0.1285616170671441
train,1996,14,1982,15.671195935274739,15.34069513232784,0.330500802946899,0.02108969885335581
train,1996,15,1981,19.639367291000635,18.746980556913503,0.8923867340871325,0.045438670241480045
train,1996,16,1980,30.187131042638637,27.37350806799868,2.813622974639955,0.09320604103336894
train,1996,17,1979,36.120322243210204,34.73835820871022,1.3819640344999868,0.038260013994192044
train,1997,1,1996,0.39199084398122913,0.49446640035357325,0.10247555637234412,0.261423341757926
train,1997,2,1995,0.2434486736102638,0.21378038704201147,0.029668286568252322,0.12186670039380178
train,1997,3,1994,0.15522442779303594,0.1742236266366951,0.018999198843659165,0.12239825337844895
train,1997,4,1993,0.49534198354511066,0.8600862900988174,0.36474430655370677,0.7363484595885325
train,1997,5,1992,1.085335263480101,1.1064772731271701,0.021142009647069138,0.019479703975763506
train,1997,6,1991,1.0560195604146025,1.7007609245041082,0.6447413640895057,0.610539225083827
train,1997,7,1990,1.9163721696681266,2.256694189250761,0.3403220195826342,0.1775866008539421
train,1997,8,1989,2.763460471769051,2.629434975580438,0.13402549618861315,0.04849915443254636
train,1997,9,1988,3.7482359715231417,3.9057316733393295,0.15749570181618777,0.0420186196954258
train,1997,10,1987,4.525235733833387,4.680854742402184,0.15561900856879696,0.03438914958733777
train,1997,11,1986,6.395812228572615,7.238577681470004,0.8427654528973889,0.13176832320565815
train,1997,12,1985,7.268811417171999,7.078639884462855,0.19017153270914378,0.026162672518900715
train,1997,13,1984,10.153304010037333,13.143779398791281,2.990475388753948,0.29453224150457186
train,1997,14,1983,14.454453502950361,15.067258130752553,0.6128046278021912,0.04239555841229602
train,1997,15,1982,18.628912081155452,18.946992051927214,0.31807997077176253,0.01707453282220959
train,1997,16,1981,27.40017117925431,29.207124916918954,1.8069537376646423,0.0659468047058293
